Crop ID,Date,Year,State,District,Season,Crop Name,Area (Hectares),Production (Tonnes),Yield (Kg/Ha),Irrigation Type,Fertilizer Type,Fertilizer Used (Kg),Rainfall (mm),Soil Type,Temperature (Celsius)
CID184,2017-11-04,2017,Haryana,Hisar,Rabi,Wheat,62.17,310.88,5000.53,Drip,Urea,214.82,215.73,Sandy,28.27
CID185,2014-05-04,2014,Bihar,Bhagalpur,Zaid,Maize,2.7,15.87,5878.94,Drip,DAP,251.54,1109.77,Black,33.77
CID186,2019-05-15,2019,Haryana,Gurgaon,Zaid,Maize,81.71,212.77,2603.95,Drip,DAP,69.75,1159.3,Laterite,28.48
CID187,2011-04-06,2011,Maharashtra,Mumbai,Zaid,Cotton,76.2,118.95,1561.0,Drip,Compost,144.29,676.01,Black,30.54
CID188,2020-11-12,2020,West Bengal,Howrah,Rabi,Pulses,97.76,668.98,6843.04,Canal,Urea,107.44,1101.27,Sandy,27.13
CID189,2018-05-16,2018,Uttar Pradesh,Kanpur,Zaid,Cotton,4.26,28.0,6572.6,Rainfed,Compost,53.91,407.16,Red,31.28
CID190,2012-04-23,2012,Punjab,Amritsar,Zaid,Rice,57.1,348.12,6096.65,Rainfed,Urea,145.96,939.75,Black,27.51
CID191,2013-09-24,2013,Punjab,Amritsar,Kharif,Maize,60.91,285.25,4683.19,Drip,Compost,292.23,526.38,Alluvial,31.75
CID192,2018-11-22,2018,Haryana,Faridabad,Rabi,Sugarcane,19.39,87.55,4515.25,Drip,NPK,71.42,818.62,Red,30.7
CID193,2021-04-18,2021,Haryana,Faridabad,Zaid,Rice,74.23,215.27,2900.07,Canal,Urea,72.88,1142.96,Laterite,25.4
CID194,2013-01-23,2012,Haryana,Gurgaon,Rabi,Sugarcane,56.14,228.75,4074.65,Canal,Compost,56.57,553.91,Black,28.95
CID195,2017-01-08,2016,Punjab,Amritsar,Rabi,Wheat,72.76,317.03,4357.22,Borewell,NPK,192.99,369.58,Laterite,22.54
CID196,2012-10-05,2012,Maharashtra,Pune,Kharif,Rice,44.03,155.28,3526.61,Drip,Vermicompost,245.67,561.12,Red,30.81
CID197,2017-09-19,2017,Bihar,Patna,Kharif,Rice,31.16,208.55,6692.94,Rainfed,Vermicompost,260.4,579.89,Alluvial,26.6
CID198,2015-05-21,2015,Haryana,Faridabad,Zaid,Cotton,20.88,60.24,2885.1,Drip,DAP,292.18,491.45,Laterite,34.52
CID199,2014-12-24,2014,Maharashtra,Pune,Rabi,Maize,12.27,53.78,4383.1,Borewell,Compost,220.43,750.1,Laterite,34.14
CID200,2021-06-19,2021,West Bengal,Howrah,Kharif,Sugarcane,67.62,124.09,1835.07,Rainfed,Compost,110.51,858.66,Laterite,31.84
CID201,2020-03-17,2019,Bihar,Gaya,Rabi,Pulses,51.15,333.62,6522.35,Drip,Vermicompost,185.91,990.72,Alluvial,30.52
CID202,2011-08-24,2011,Uttar Pradesh,Lucknow,Kharif,Cotton,66.8,133.47,1998.03,Canal,Compost,190.81,845.03,Laterite,34.5
CID203,2011-12-09,2011,Punjab,Ludhiana,Rabi,Rice,51.56,212.06,4112.79,Borewell,NPK,161.44,591.13,Sandy,30.36
CID204,2012-01-29,2011,Punjab,Amritsar,Rabi,Sugarcane,92.13,139.59,1515.13,Borewell,Compost,137.08,543.07,Red,27.82
CID205,2021-04-11,2021,Punjab,Amritsar,Zaid,Sugarcane,32.57,91.25,2801.58,Canal,DAP,55.65,543.08,Black,30.16
CID206,2018-09-19,2018,Bihar,Patna,Kharif,Maize,56.43,380.95,6750.78,Borewell,Compost,249.44,829.76,Red,29.61
CID207,2019-10-16,2019,Punjab,Patiala,Kharif,Sugarcane,59.63,198.75,3333.01,Borewell,DAP,101.45,952.33,Black,28.66
CID208,2014-01-30,2013,Maharashtra,Pune,Rabi,Wheat,26.97,166.56,6175.82,Rainfed,Compost,199.24,811.31,Sandy,21.71
CID209,2020-05-15,2020,Bihar,Patna,Zaid,Maize,91.95,417.55,4541.01,Borewell,DAP,128.3,438.57,Black,22.75
CID210,2016-05-02,2016,Bihar,Gaya,Zaid,Rice,57.91,204.9,3538.23,Drip,NPK,208.88,893.43,Red,28.32
CID211,2016-03-09,2015,Haryana,Gurgaon,Rabi,Pulses,6.31,19.9,3154.24,Canal,Compost,171.15,395.13,Laterite,34.46
CID212,2018-01-10,2017,Karnataka,Hubli,Rabi,Cotton,84.15,330.89,3932.2,Canal,DAP,191.35,995.88,Red,24.38
CID213,2013-02-02,2012,Bihar,Gaya,Rabi,Pulses,74.51,416.92,5595.52,Canal,Vermicompost,193.18,467.89,Sandy,32.35
CID214,2022-04-03,2022,West Bengal,Kolkata,Zaid,Sugarcane,55.09,382.25,6938.65,Canal,Compost,234.0,853.67,Red,24.47
CID215,2011-12-06,2011,Maharashtra,Pune,Rabi,Wheat,77.79,188.38,2421.68,Rainfed,DAP,265.26,810.26,Laterite,22.49
CID216,2022-10-10,2022,West Bengal,Kolkata,Kharif,Pulses,35.73,95.99,2686.51,Borewell,Urea,130.91,904.05,Alluvial,28.59
CID217,2011-02-09,2010,Haryana,Faridabad,Rabi,Cotton,13.56,84.02,6196.47,Borewell,Compost,86.56,522.1,Red,31.42
CID218,2021-03-05,2020,Haryana,Hisar,Rabi,Cotton,42.01,155.94,3711.95,Canal,NPK,150.71,949.8,Alluvial,26.82
CID219,2022-04-28,2022,Bihar,Patna,Zaid,Wheat,73.36,275.15,3750.7,Rainfed,DAP,262.53,995.68,Laterite,23.27
CID220,2016-02-26,2015,Karnataka,Mysore,Rabi,Maize,55.18,98.42,1783.57,Drip,Urea,247.08,1094.15,Black,20.69
CID221,2018-02-01,2017,Punjab,Ludhiana,Rabi,Wheat,99.19,353.79,3566.8,Borewell,NPK,270.54,501.87,Alluvial,21.4
CID222,2020-05-01,2020,Punjab,Amritsar,Zaid,Rice,6.13,29.14,4753.63,Borewell,Urea,157.31,291.2,Black,20.02
CID223,2013-05-01,2013,Haryana,Hisar,Zaid,Cotton,45.06,47.24,1048.38,Rainfed,Urea,254.28,1188.15,Laterite,30.41
CID224,2011-05-14,2011,Haryana,Faridabad,Zaid,Wheat,11.22,35.96,3205.37,Rainfed,DAP,84.28,973.46,Red,29.62
CID225,2019-09-22,2019,Punjab,Patiala,Kharif,Pulses,65.35,237.91,3640.6,Borewell,DAP,207.02,351.37,Laterite,29.24
CID226,2012-08-03,2012,Punjab,Ludhiana,Kharif,Pulses,73.27,227.81,3109.21,Drip,Vermicompost,128.63,339.83,Alluvial,29.67
CID227,2021-04-19,2021,Bihar,Bhagalpur,Zaid,Maize,78.12,401.76,5142.86,Rainfed,Urea,101.36,806.93,Red,31.22
CID228,2017-12-04,2017,West Bengal,Kolkata,Rabi,Wheat,24.87,120.08,4828.49,Canal,Compost,182.07,1177.7,Alluvial,34.01
CID229,2016-11-16,2016,West Bengal,Darjeeling,Rabi,Pulses,68.61,382.59,5576.36,Canal,Compost,54.17,267.53,Alluvial,23.24
CID230,2020-04-06,2020,Bihar,Gaya,Zaid,Pulses,76.94,272.48,3541.45,Drip,NPK,70.61,736.56,Sandy,22.29
CID231,2013-06-23,2013,Punjab,Patiala,Kharif,Pulses,33.35,150.7,4518.62,Canal,Compost,127.54,637.49,Red,20.87
CID232,2019-05-31,2019,Punjab,Amritsar,Zaid,Wheat,31.62,172.33,5450.16,Borewell,NPK,79.86,907.9,Black,22.46
CID233,2022-04-28,2022,Bihar,Bhagalpur,Zaid,Maize,17.53,30.88,1761.58,Rainfed,NPK,233.23,318.06,Black,25.03
CID234,2014-04-17,2014,Bihar,Patna,Zaid,Pulses,63.13,251.06,3976.89,Rainfed,Urea,63.86,1059.36,Red,25.52
CID235,2021-07-16,2021,Bihar,Bhagalpur,Kharif,Rice,74.34,75.49,1015.41,Canal,Urea,111.14,671.76,Laterite,33.8
CID236,2021-05-14,2021,Bihar,Bhagalpur,Zaid,Sugarcane,23.23,57.83,2489.58,Rainfed,Urea,117.81,277.89,Alluvial,21.79
CID237,2022-05-06,2022,Haryana,Gurgaon,Zaid,Wheat,95.45,134.92,1413.56,Drip,Compost,266.51,973.53,Alluvial,24.91
CID238,2013-12-21,2013,Punjab,Amritsar,Rabi,Pulses,78.67,427.76,5437.46,Borewell,Vermicompost,165.98,791.69,Laterite,34.97
CID239,2012-08-18,2012,West Bengal,Kolkata,Kharif,Sugarcane,3.37,14.32,4249.27,Canal,Urea,287.75,201.46,Laterite,32.74
CID240,2014-03-14,2013,Haryana,Hisar,Rabi,Sugarcane,96.16,657.29,6835.36,Borewell,Compost,227.91,293.03,Red,33.46
CID241,2017-04-09,2017,Uttar Pradesh,Kanpur,Zaid,Wheat,58.5,235.91,4032.57,Drip,DAP,68.71,767.82,Laterite,29.94
CID242,2016-03-29,2015,Maharashtra,Pune,Rabi,Cotton,83.36,246.54,2957.51,Drip,Urea,117.99,274.69,Red,22.04
CID243,2012-12-01,2012,Haryana,Gurgaon,Rabi,Sugarcane,32.09,55.34,1724.42,Rainfed,Urea,291.16,407.64,Alluvial,26.95
CID244,2014-04-04,2014,Haryana,Hisar,Zaid,Cotton,60.73,139.08,2290.12,Rainfed,NPK,87.08,911.16,Alluvial,25.94
CID245,2010-11-16,2010,Maharashtra,Nagpur,Rabi,Sugarcane,56.04,241.01,4300.73,Canal,DAP,165.51,1003.9,Red,21.82
CID246,2017-02-22,2016,Haryana,Gurgaon,Rabi,Cotton,63.4,308.64,4868.11,Rainfed,DAP,279.36,274.99,Black,22.97
CID247,2011-09-18,2011,Punjab,Amritsar,Kharif,Sugarcane,6.01,39.33,6544.79,Drip,DAP,255.42,595.0,Black,25.74
CID248,2012-11-23,2012,Maharashtra,Nagpur,Rabi,Maize,45.16,85.43,1891.79,Borewell,NPK,211.82,698.89,Sandy,27.19
CID249,2016-10-03,2016,Karnataka,Bangalore,Kharif,Cotton,88.58,368.04,4154.88,Canal,NPK,297.35,981.92,Alluvial,27.2
CID250,2016-02-29,2015,Bihar,Bhagalpur,Rabi,Maize,18.8,54.77,2913.27,Borewell,Vermicompost,57.33,1010.69,Alluvial,20.88
CID251,2013-09-08,2013,Maharashtra,Mumbai,Kharif,Wheat,25.54,62.49,2446.92,Canal,NPK,241.01,1147.8,Sandy,32.7
CID252,2012-10-23,2012,West Bengal,Kolkata,Kharif,Pulses,32.48,176.32,5428.63,Rainfed,DAP,278.5,228.21,Alluvial,34.21
CID253,2022-11-01,2022,Bihar,Patna,Rabi,Pulses,31.6,124.59,3942.62,Canal,NPK,64.04,801.66,Black,27.9
CID254,2022-10-13,2022,Bihar,Patna,Kharif,Maize,71.98,468.78,6512.68,Rainfed,NPK,64.89,347.71,Red,31.62
CID255,2021-05-02,2021,Punjab,Amritsar,Zaid,Sugarcane,59.02,178.2,3019.37,Rainfed,NPK,84.11,357.5,Laterite,31.88
CID256,2018-05-17,2018,Haryana,Hisar,Zaid,Pulses,78.91,184.6,2339.42,Borewell,Urea,144.6,933.99,Alluvial,21.91
CID257,2016-05-18,2016,Uttar Pradesh,Varanasi,Zaid,Wheat,19.03,55.36,2909.3,Borewell,Urea,209.91,304.11,Laterite,22.11
CID258,2015-08-29,2015,Haryana,Faridabad,Kharif,Cotton,88.65,135.84,1532.36,Rainfed,NPK,161.66,465.21,Red,30.4
CID259,2021-09-05,2021,West Bengal,Kolkata,Kharif,Wheat,39.21,211.56,5395.51,Borewell,Urea,271.14,693.08,Laterite,25.27
CID260,2022-04-17,2022,West Bengal,Howrah,Zaid,Cotton,76.07,179.03,2353.5,Drip,Urea,68.43,1045.76,Alluvial,20.3
CID261,2013-02-19,2012,Punjab,Amritsar,Rabi,Rice,73.47,314.62,4282.28,Canal,DAP,134.49,1185.28,Laterite,30.57
CID262,2012-08-12,2012,Bihar,Gaya,Kharif,Wheat,33.78,231.27,6846.39,Drip,NPK,224.3,922.04,Sandy,23.98
CID263,2011-03-03,2010,Haryana,Gurgaon,Rabi,Pulses,55.42,218.67,3945.69,Canal,DAP,140.21,627.61,Alluvial,32.36
CID264,2013-08-07,2013,Punjab,Ludhiana,Kharif,Cotton,29.89,44.58,1491.62,Canal,Urea,127.09,597.47,Laterite,33.42
CID265,2016-08-08,2016,Uttar Pradesh,Varanasi,Kharif,Maize,88.66,285.17,3216.41,Drip,Vermicompost,61.15,639.74,Alluvial,23.39
CID266,2022-04-25,2022,Punjab,Ludhiana,Zaid,Cotton,10.57,52.94,5008.85,Drip,Vermicompost,292.68,789.73,Sandy,20.91
CID267,2021-03-13,2020,Karnataka,Hubli,Rabi,Pulses,88.28,340.55,3857.57,Canal,Vermicompost,148.7,1053.94,Black,27.53
CID268,2012-09-20,2012,Uttar Pradesh,Varanasi,Kharif,Sugarcane,18.12,125.14,6906.21,Borewell,DAP,252.12,326.19,Laterite,21.18
CID269,2012-04-18,2012,West Bengal,Darjeeling,Zaid,Maize,32.66,175.14,5362.62,Canal,Vermicompost,71.76,756.36,Sandy,24.89
CID270,2022-05-31,2022,Karnataka,Bangalore,Zaid,Pulses,59.17,336.68,5690.11,Canal,Urea,153.61,348.2,Sandy,28.74
CID271,2022-06-10,2022,Punjab,Patiala,Kharif,Maize,86.88,545.68,6280.81,Drip,DAP,116.03,854.79,Sandy,29.13
CID272,2012-05-01,2012,Maharashtra,Pune,Zaid,Pulses,68.4,233.27,3410.32,Drip,NPK,272.39,531.49,Red,20.74
CID273,2016-02-22,2015,Maharashtra,Nagpur,Rabi,Maize,28.75,113.55,3949.72,Canal,NPK,293.12,427.96,Alluvial,34.61
CID274,2016-05-03,2016,Maharashtra,Mumbai,Zaid,Cotton,9.84,35.92,3650.3,Drip,DAP,235.24,959.49,Alluvial,32.32
CID275,2021-04-16,2021,Punjab,Amritsar,Zaid,Sugarcane,14.43,88.14,6107.77,Canal,Urea,93.43,1075.18,Red,32.55
CID276,2015-05-02,2015,Karnataka,Bangalore,Zaid,Rice,28.12,167.06,5941.04,Drip,Vermicompost,208.85,323.87,Black,23.63
CID277,2017-04-04,2017,Karnataka,Bangalore,Zaid,Pulses,35.63,70.59,1981.08,Rainfed,DAP,237.24,888.85,Alluvial,20.41
CID278,2022-07-04,2022,West Bengal,Darjeeling,Kharif,Rice,65.09,329.76,5066.17,Rainfed,DAP,212.9,713.28,Black,27.11
CID279,2013-12-26,2013,Bihar,Patna,Rabi,Pulses,80.7,228.6,2832.76,Rainfed,Compost,155.95,576.48,Alluvial,26.88
CID280,2018-04-07,2018,Maharashtra,Mumbai,Zaid,Sugarcane,58.86,61.46,1044.09,Rainfed,Compost,190.36,793.77,Alluvial,24.48
CID281,2014-05-22,2014,Punjab,Amritsar,Zaid,Maize,86.29,221.5,2566.88,Rainfed,Vermicompost,97.09,717.29,Red,33.5
CID282,2015-05-08,2015,Karnataka,Hubli,Zaid,Rice,72.41,357.16,4932.4,Rainfed,Vermicompost,114.86,618.57,Laterite,31.05
CID283,2015-04-11,2015,West Bengal,Kolkata,Zaid,Cotton,23.01,96.82,4207.81,Drip,Vermicompost,276.63,871.87,Sandy,24.5
CID284,2011-12-28,2011,Haryana,Faridabad,Rabi,Rice,74.35,397.86,5351.12,Borewell,NPK,286.73,1099.59,Black,23.33
CID285,2015-11-19,2015,Karnataka,Mysore,Rabi,Pulses,30.11,183.89,6107.28,Drip,Compost,63.42,834.4,Sandy,34.16
CID286,2011-05-28,2011,Haryana,Hisar,Zaid,Sugarcane,53.45,185.93,3478.64,Borewell,Compost,84.34,400.3,Laterite,34.81
CID287,2021-07-14,2021,Haryana,Faridabad,Kharif,Wheat,49.27,235.82,4786.2,Borewell,Vermicompost,128.35,258.01,Laterite,24.1
CID288,2017-07-22,2017,West Bengal,Kolkata,Kharif,Rice,61.83,296.84,4800.93,Drip,NPK,157.26,677.4,Black,20.57
CID289,2022-04-25,2022,Punjab,Amritsar,Zaid,Rice,2.77,2.84,1024.74,Borewell,Vermicompost,106.57,1076.99,Alluvial,21.93
CID290,2012-10-04,2012,Bihar,Gaya,Kharif,Wheat,30.52,83.78,2744.97,Rainfed,NPK,158.42,886.78,Red,25.14
CID291,2013-02-02,2012,West Bengal,Kolkata,Rabi,Wheat,23.61,126.62,5363.01,Borewell,Urea,102.8,221.91,Sandy,22.53
CID292,2014-04-25,2014,Karnataka,Hubli,Zaid,Pulses,5.81,40.48,6968.08,Canal,Urea,213.39,219.74,Black,26.25
CID293,2017-05-09,2017,Bihar,Gaya,Zaid,Rice,21.34,109.14,5114.44,Canal,DAP,125.28,861.66,Sandy,24.05
CID294,2018-04-13,2018,Karnataka,Bangalore,Zaid,Pulses,12.66,21.32,1684.08,Canal,NPK,174.43,809.0,Alluvial,32.47
CID295,2014-10-25,2014,Uttar Pradesh,Kanpur,Kharif,Wheat,55.27,357.16,6462.14,Drip,Compost,132.65,202.74,Black,33.6
CID296,2022-04-04,2022,Haryana,Gurgaon,Zaid,Wheat,72.63,116.77,1607.74,Rainfed,Urea,211.08,656.75,Alluvial,23.96
CID297,2010-12-06,2010,West Bengal,Kolkata,Rabi,Maize,80.36,231.13,2876.24,Canal,DAP,73.75,958.2,Black,20.15
CID298,2017-04-25,2017,Maharashtra,Pune,Zaid,Maize,87.97,137.03,1557.71,Rainfed,Compost,95.72,600.78,Laterite,24.08
CID299,2020-09-21,2020,West Bengal,Howrah,Kharif,Wheat,14.12,75.66,5358.47,Borewell,DAP,75.93,1111.23,Laterite,32.03
CID300,2022-11-17,2022,Bihar,Gaya,Rabi,Pulses,3.85,19.66,5106.78,Borewell,NPK,170.77,688.12,Laterite,26.61
CID301,2010-05-15,2010,Uttar Pradesh,Kanpur,Zaid,Cotton,52.96,289.25,5461.74,Borewell,Vermicompost,294.47,869.84,Alluvial,27.79
CID302,2020-05-12,2020,Punjab,Amritsar,Zaid,Rice,48.71,242.69,4982.26,Drip,DAP,87.16,1026.44,Sandy,20.82
CID303,2017-09-05,2017,Bihar,Gaya,Kharif,Wheat,75.39,220.43,2923.8,Rainfed,Compost,292.54,250.35,Red,28.26
CID304,2011-11-05,2011,West Bengal,Kolkata,Rabi,Sugarcane,80.32,296.27,3688.59,Drip,Urea,161.77,318.71,Laterite,31.18
CID305,2010-04-24,2010,Karnataka,Mysore,Zaid,Pulses,1.02,1.58,1545.37,Rainfed,Urea,272.53,762.33,Laterite,34.26
CID306,2018-01-30,2017,West Bengal,Kolkata,Rabi,Pulses,76.97,354.04,4599.71,Rainfed,NPK,228.98,314.02,Red,20.03
CID307,2015-05-10,2015,Bihar,Bhagalpur,Zaid,Wheat,5.53,10.98,1984.93,Borewell,DAP,255.46,942.51,Laterite,21.6
CID308,2016-09-24,2016,Haryana,Gurgaon,Kharif,Sugarcane,82.63,177.11,2143.47,Rainfed,Compost,76.94,614.47,Sandy,21.85
CID309,2018-07-16,2018,Uttar Pradesh,Varanasi,Kharif,Sugarcane,1.43,7.75,5417.28,Drip,Vermicompost,259.7,682.93,Sandy,31.72
CID310,2012-08-03,2012,Haryana,Hisar,Kharif,Sugarcane,66.09,306.46,4636.96,Rainfed,NPK,176.03,584.66,Sandy,33.74
CID311,2015-03-22,2014,Karnataka,Mysore,Rabi,Rice,14.68,67.75,4615.15,Rainfed,DAP,260.77,747.81,Alluvial,30.68
CID312,2019-05-15,2019,Haryana,Gurgaon,Zaid,Maize,68.97,450.18,6527.15,Borewell,NPK,295.33,850.09,Red,27.56
CID313,2023-02-17,2022,Uttar Pradesh,Lucknow,Rabi,Pulses,48.56,214.82,4423.83,Drip,Urea,218.56,1093.87,Sandy,24.29
CID314,2010-12-08,2010,Bihar,Patna,Rabi,Rice,6.25,8.37,1339.63,Rainfed,Urea,237.55,360.94,Alluvial,30.25
CID315,2013-05-21,2013,Uttar Pradesh,Kanpur,Zaid,Wheat,36.51,135.66,3715.57,Borewell,NPK,235.6,761.27,Red,27.66
CID316,2011-02-22,2010,Uttar Pradesh,Varanasi,Rabi,Sugarcane,42.24,241.98,5728.67,Rainfed,DAP,291.46,253.8,Alluvial,23.05
CID317,2021-05-14,2021,Uttar Pradesh,Varanasi,Zaid,Maize,75.76,324.23,4279.69,Borewell,Urea,244.04,1164.29,Alluvial,26.73
CID318,2021-04-30,2021,Haryana,Gurgaon,Zaid,Wheat,38.34,136.91,3571.05,Rainfed,DAP,82.52,783.99,Alluvial,20.08
CID319,2015-05-16,2015,Punjab,Ludhiana,Zaid,Wheat,77.59,368.72,4752.2,Rainfed,NPK,172.64,772.68,Alluvial,21.09
CID320,2012-04-22,2012,Bihar,Patna,Zaid,Wheat,78.84,154.23,1956.22,Drip,NPK,72.99,421.2,Red,29.95
CID321,2022-05-10,2022,Maharashtra,Nagpur,Zaid,Pulses,48.01,209.71,4368.01,Canal,Vermicompost,78.68,546.01,Red,33.57
CID322,2021-02-04,2020,Haryana,Gurgaon,Rabi,Sugarcane,91.68,611.5,6669.93,Drip,Vermicompost,114.15,923.98,Black,33.67
CID323,2018-03-18,2017,West Bengal,Darjeeling,Rabi,Wheat,30.35,148.99,4909.17,Rainfed,Vermicompost,178.47,1148.21,Red,34.57
CID324,2011-06-19,2011,Punjab,Patiala,Kharif,Cotton,63.32,144.31,2279.05,Drip,DAP,258.92,405.58,Laterite,29.7
CID325,2022-02-13,2021,Punjab,Amritsar,Rabi,Wheat,9.66,12.81,1325.61,Rainfed,Compost,189.52,774.96,Red,33.66
CID326,2016-11-19,2016,Karnataka,Hubli,Rabi,Maize,2.67,13.46,5039.79,Canal,NPK,210.36,818.35,Sandy,20.68
CID327,2014-05-05,2014,Bihar,Patna,Zaid,Maize,61.05,164.17,2689.1,Drip,DAP,145.35,1022.12,Black,27.11
CID328,2016-04-03,2016,Haryana,Hisar,Zaid,Maize,96.05,179.08,1864.45,Rainfed,Urea,289.35,211.15,Sandy,22.12
CID329,2016-04-12,2016,Bihar,Bhagalpur,Zaid,Pulses,94.75,267.97,2828.15,Rainfed,DAP,102.93,1105.63,Sandy,22.14
CID330,2013-10-19,2013,Bihar,Gaya,Kharif,Rice,67.43,296.95,4403.76,Canal,Urea,262.85,1132.37,Sandy,26.92
CID331,2011-11-18,2011,Maharashtra,Mumbai,Rabi,Wheat,20.54,92.09,4483.57,Rainfed,DAP,139.28,871.3,Red,21.5
CID332,2017-12-14,2017,Maharashtra,Pune,Rabi,Pulses,66.28,342.05,5160.75,Borewell,Urea,191.39,564.49,Alluvial,34.38
CID333,2022-08-31,2022,Maharashtra,Nagpur,Kharif,Cotton,74.24,268.51,3616.74,Rainfed,NPK,83.58,932.97,Laterite,26.94
CID334,2011-06-05,2011,Karnataka,Hubli,Kharif,Cotton,61.06,369.46,6050.76,Borewell,Vermicompost,272.82,396.43,Black,30.91
CID335,2019-05-20,2019,Uttar Pradesh,Lucknow,Zaid,Sugarcane,77.15,175.64,2276.56,Canal,DAP,187.9,743.47,Sandy,27.08
CID336,2013-05-22,2013,Maharashtra,Pune,Zaid,Cotton,85.86,154.83,1803.29,Canal,Vermicompost,149.2,702.17,Red,32.72
CID337,2022-05-19,2022,Uttar Pradesh,Lucknow,Zaid,Rice,45.18,93.74,2074.87,Borewell,Compost,233.98,683.5,Alluvial,20.61
CID338,2015-01-22,2014,Haryana,Gurgaon,Rabi,Rice,5.24,11.74,2240.64,Rainfed,Urea,147.02,1117.9,Black,20.6
CID339,2020-11-20,2020,Uttar Pradesh,Varanasi,Rabi,Cotton,27.07,115.48,4266.1,Borewell,Vermicompost,144.16,578.52,Sandy,29.8
CID340,2013-04-09,2013,Maharashtra,Pune,Zaid,Sugarcane,35.94,223.06,6206.32,Drip,Compost,248.16,1087.17,Black,27.53
CID341,2011-04-27,2011,Haryana,Gurgaon,Zaid,Cotton,28.8,54.76,1901.44,Borewell,NPK,140.56,917.3,Black,29.92
CID342,2017-04-09,2017,Uttar Pradesh,Lucknow,Zaid,Sugarcane,48.42,220.06,4544.75,Drip,Vermicompost,55.61,243.14,Sandy,28.89
CID343,2012-08-12,2012,Punjab,Patiala,Kharif,Rice,26.57,55.27,2080.23,Drip,Urea,199.84,763.6,Black,33.18
CID344,2020-03-10,2019,Haryana,Faridabad,Rabi,Sugarcane,17.89,107.02,5982.18,Borewell,NPK,248.65,1020.45,Red,29.35
CID345,2021-03-10,2020,Haryana,Hisar,Rabi,Sugarcane,60.06,84.87,1413.06,Drip,Compost,146.37,308.57,Red,27.84
CID346,2019-07-04,2019,West Bengal,Kolkata,Kharif,Rice,48.11,225.56,4688.49,Canal,Vermicompost,269.44,731.43,Black,21.4
CID347,2022-04-25,2022,Bihar,Patna,Zaid,Cotton,43.72,154.07,3524.1,Canal,NPK,224.41,628.96,Laterite,31.84
CID348,2022-05-27,2022,Bihar,Bhagalpur,Zaid,Pulses,10.67,19.24,1803.3,Drip,Vermicompost,241.46,1110.09,Black,24.25
CID349,2013-08-20,2013,Karnataka,Mysore,Kharif,Cotton,74.62,77.8,1042.68,Canal,Compost,179.94,575.03,Red,30.32
CID350,2013-02-14,2012,Maharashtra,Nagpur,Rabi,Cotton,58.95,151.37,2567.82,Drip,Vermicompost,191.17,811.88,Laterite,31.32
CID351,2017-07-01,2017,West Bengal,Darjeeling,Kharif,Maize,56.35,219.91,3902.56,Rainfed,DAP,194.41,974.19,Laterite,31.04
CID352,2012-07-08,2012,Karnataka,Hubli,Kharif,Rice,51.33,293.43,5716.49,Canal,Compost,90.18,1164.57,Black,32.07
CID353,2011-10-12,2011,Bihar,Gaya,Kharif,Maize,22.96,33.99,1480.24,Canal,NPK,231.12,1130.68,Laterite,29.21
CID354,2010-07-30,2010,Uttar Pradesh,Varanasi,Kharif,Cotton,49.94,53.15,1064.26,Rainfed,Vermicompost,98.69,983.96,Sandy,27.74
CID355,2011-02-12,2010,Haryana,Hisar,Rabi,Rice,65.85,451.33,6853.88,Canal,Vermicompost,299.2,979.67,Alluvial,30.04
CID356,2010-05-23,2010,Haryana,Hisar,Zaid,Cotton,7.79,12.0,1541.0,Rainfed,NPK,231.53,759.11,Sandy,25.22
CID357,2013-11-30,2013,Haryana,Hisar,Rabi,Sugarcane,57.92,148.66,2566.65,Drip,Vermicompost,176.56,758.63,Sandy,24.41
CID358,2022-05-28,2022,Maharashtra,Mumbai,Zaid,Maize,69.72,473.84,6796.33,Drip,Vermicompost,242.49,957.47,Laterite,30.22
CID359,2017-08-30,2017,West Bengal,Kolkata,Kharif,Maize,7.69,36.93,4801.97,Borewell,Vermicompost,219.23,429.93,Alluvial,26.19
CID360,2021-12-26,2021,Bihar,Patna,Rabi,Rice,29.44,99.91,3393.58,Rainfed,Vermicompost,69.01,1131.4,Laterite,24.71
CID361,2021-05-24,2021,Maharashtra,Nagpur,Zaid,Rice,50.4,110.78,2198.0,Borewell,Vermicompost,268.19,406.78,Red,32.52
CID362,2022-10-02,2022,Maharashtra,Nagpur,Kharif,Wheat,92.1,465.55,5054.87,Drip,NPK,203.46,964.24,Sandy,34.37
CID363,2017-05-22,2017,Bihar,Gaya,Zaid,Maize,49.59,342.49,6906.37,Rainfed,Compost,149.47,950.17,Red,20.81
CID364,2010-05-15,2010,Karnataka,Hubli,Zaid,Maize,39.98,204.62,5118.03,Borewell,Urea,164.3,320.37,Sandy,26.9
CID365,2014-01-27,2013,Punjab,Patiala,Rabi,Pulses,10.97,34.77,3169.61,Rainfed,NPK,96.79,462.85,Alluvial,27.07
CID366,2016-07-29,2016,Haryana,Faridabad,Kharif,Sugarcane,70.37,227.57,3233.86,Drip,Urea,119.91,379.89,Red,34.69
CID367,2022-07-16,2022,Uttar Pradesh,Kanpur,Kharif,Pulses,43.79,143.86,3285.3,Borewell,Compost,250.01,938.54,Laterite,32.09
CID368,2020-05-15,2020,Karnataka,Bangalore,Zaid,Pulses,72.34,413.21,5712.0,Rainfed,DAP,112.74,1058.5,Black,25.98
